UPM;NVIVI;NHOGA;AÑO;DPTO;AREA;HOMBRES;MUJERES;TOTAL;V01;V02A;V02B;V03;V04;V05;V06;V07;V07A;V08;V09;V10;V11A;V11B;V12;V13;V14A;V14B;V15;V16;V17;V18;V19;V20;V21;V21G;V23A1;V23A2;V23B;V23C1;V23C2;V2401;V2402;V2403;V2404;V2404A;V2404B;V2405;V2406;V2407;V2408;V2409;V2410;V2411;V2412;V2413;V2414;THOGAV;FACTOR;POBREZAI;POBNOPOI
11835;9;1;2025;7;6;2;5;7;1;4;4;3;4;1;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;500000; ;1;200000;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;6;6;6;1;1;4;67;1;1
11835;14;1;2025;7;6;2;0;2;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;4;1;1;1; ;600000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;6;1;1;1;4;81;3;0
11835;29;1;2025;7;6;3;1;4;1;3;2;4;4;4;2;1;2;2;2;1;6;1;1;7;1;1;1;1;1; ;450000; ;6; ;6;6;6; ; ;6;1;1;6;6;6;1;6;6;6;6;6;6;6;6;1;3;56;3;0
11835;31;1;2025;7;6;2;2;4;1;1;1;3;2;1;8; ;2;8;2;1;6;1;1;7;6;1;1;6; ; ;500000; ;6; ;6;6;6; ; ;1;6;1;6;1;6;1;6;6;6;6;6;6;1;6;1;2;55;3;0
11835;34;1;2025;7;6;1;2;3;1;1;1;3;4;1;2;1;2;2;2;1;6;1;1;7;1;4;1;1;1; ;250000; ;6; ;6;6;6; ; ;1;6;1;6;1;6;1;6;6;6;6;6;6;6;6;1;2;87;3;0
11835;35;1;2025;7;6;4;0;4;1;4;3;3;4;1;2;1;2;2;2;1;6;1;1;6;1;1;1;1;1; ;300000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;1;6;6;6;1;4;76;3;0
11835;38;1;2025;7;6;2;1;3;1;3;2;4;4;1;6; ;2;6;2;1;6;1;1;2;1;1;1;1;1; ;600000; ;6; ;6;6;1;1;6;6;1;1;6;1;6;1;6;6;1;6;6;6;1;1;1;2;60;3;0
11856;1;1;2025;7;6;2;3;5;1;5;3;4;5;4;2;1;2;2;2;1;6;1;1;2;1;1;2;1;1; ;600000; ;1;280000;1;6;1;1;6;1;1;1;6;6;6;1;6;6;1;6;6;6;1;6;1;4;80;3;0
11856;4;1;2025;7;6;1;0;1;1;2;2;4;5;4;2;1;2;2;2;1;6;1;1;2;1;4;4;6; ; ;500000; ;6; ;1;6;1;6;1;6;6;6;6;1;6;6;6;6;6;6;6;6;6;1;6;1;97;3;0
11856;29;1;2025;7;6;2;1;3;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;1000000; ;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;6;1;1;1;1;3;109;3;0
11856;30;1;2025;7;6;1;1;2;1;1;1;3;4;4;2;1;2;2;2;1;6;1;1;2;1;1;4;1;1; ;350000; ;6; ;6;6;6; ; ;1;6;1;6;6;6;1;6;6;6;6;6;6;6;6;6;2;71;3;0
11856;32;1;2025;7;6;2;1;3;1;4;2;4;5;10;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;1500000; ;1;250000;1;6;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;1;4;99;3;0
11856;37;1;2025;7;6;3;1;4;1;3;2;4;5;4;5; ;2;5;2;1;6;1;1;2;1;4;2;1;1; ;1500000; ;1;3000000;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;1;1;1;1;2;94;3;0
11856;39;1;2025;7;6;2;1;3;1;4;3;3;4;1;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;500000; ;1;113000;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;1;6;6;6;1;4;79;3;0
11856;49;1;2025;7;6;1;0;1;1;3;2;4;5;4;2;1;2;2;2;1;6;1;1;3;1;4;2;1;1; ;800000; ;6; ;6;6;1;6;1;1;1;1;1;1;6;1;6;6;1;6;6;6;1;6;1;1;68;3;0
11856;54;1;2025;7;6;1;3;4;1;2;2;4;5;4;2;1;2;2;2;1;6;1;1;3;1;4;3;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;1;6;1;6;6;2;80;3;0
11878;11;1;2025;7;6;2;2;4;1;5;3;4;5;4;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;600000; ;1;1355000;1;6;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;1;2;82;2;1
11878;14;1;2025;7;6;2;1;3;1;4;3;3;5;4;2;1;2;2;2;1;6;1;1;3;1;1;2;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;6;6;1;6;6;4;77;3;0
11878;15;1;2025;7;6;1;1;2;1;3;2;4;5;4;2;1;2;2;2;1;6;1;1;3;1;2;2;1;1; ;400000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;6;1;1;1;1;2;131;3;0
11878;23;1;2025;7;6;2;1;3;1;3;2;4;5;4;2;1;2;2;2;1;6;1;1;3;1;4;2;4; ;500000; ; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;6;6;1;6;1;6;6;2;89;3;0
11878;30;1;2025;7;6;0;1;1;1;2;2;3;2;4;2;1;2;2;2;1;6;1;1;2;1;2;4;1;1; ;350000; ;1;450000;6;6;6; ; ;6;1;1;1;6;6;1;6;6;6;6;6;6;1;6;6;1;73;3;0
11878;36;1;2025;7;6;0;1;1;1;4;1;3;5;1;2;6;2;2;2;1;6;1;1;2;1;4;1;6; ; ;450000; ;6; ;6;6;6; ; ;6;1;1;6;6;6;1;6;6;6;6;1;6;1;6;6;1;81;3;0
11878;42;1;2025;7;6;1;1;2;1;4;3;3;2;4;5; ;2;5;2;1;6;1;1;2;1;2;1;1;1; ;500000; ;1;2532000;6;6;6; ; ;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;2;98;3;0
11878;47;1;2025;7;6;0;1;1;1;5;3;3;5;4;2;1;2;2;2;1;6;1;1;2;1;2;1;1;1; ;500000; ;6; ;6;6;1;6;1;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;1;83;3;0
11878;48;1;2025;7;6;0;1;1;1;2;1;3;2;4;2;6;2;2;2;1;6;6;1;2;1;7;1;1;1; ;400000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;6;6;1;6;6;1;66;3;0
11893;7;1;2025;7;1;1;2;3;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;1;1;2;2;1;1; ;1500000; ;1;405000;1;6;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;6;1;1;6;2;182;3;0
11893;18;1;2025;7;1;3;1;4;1;3;2;4;4;1;2;1;2;2;2;1;6;1;1;2;1;2;2;4; ;500000; ; ;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;4;147;3;0
11893;34;1;2025;7;1;2;1;3;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;1000000; ;1;260000;6;6;1;1;6;1;1;1;1;6;6;1;6;1;1;6;1;6;1;6;1;3;161;3;0
11893;55;1;2025;7;1;1;0;1;3;2;1;4;5;4;2;1;2;2;2;1;6;1;1;1;1;4;2;4; ;350000; ; ;6; ;6;6;1;1;1;1;1;1;1;1;6;1;6;6;6;6;6;6;6;6;6;1;226;3;0
11893;57;1;2025;7;1;0;2;2;3;2;1;4;5;4;2;1;2;2;2;1;6;1;1;1;1;2;2;4; ;400000; ; ;6; ;6;6;6; ; ;6;1;1;1;1;6;1;6;6;6;6;6;6;6;6;1;3;129;3;0
11893;59;1;2025;7;1;2;1;3;1;3;2;4;5;4;2;1;2;2;2;1;6;1;1;2;1;2;2;6; ; ;1000000; ;6; ;1;6;1;1;6;6;1;1;1;6;6;1;6;6;1;6;6;6;6;1;6;2;221;3;0
11893;60;1;2025;7;1;4;1;5;1;4;2;4;5;1;2;1;2;2;2;1;6;1;1;1;1;2;2;6; ; ;1000000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;4;146;3;0
11893;61;1;2025;7;1;0;1;1;1;4;2;4;5;4;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;650000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;1;1;77;3;0
11893;69;1;2025;7;1;1;2;3;3;2;1;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;4; ;450000; ; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;1;6;1;6;1;2;171;3;0
11914;2;1;2025;7;6;1;1;2;1;4;2;3;2;1;2;1;2;2;2;1;6;1;1;3;1;4;2;1;1; ;800000; ;6; ;6;6;1;1;6;1;6;1;1;1;6;1;6;6;1;6;6;6;1;1;1;2;69;3;0
11914;10;1;2025;7;6;4;1;5;1;3;3;3;4;4;2;1;1;2;1;1;6;1;1;2;6;7;1;1;7; ;250000; ;6; ;6;6;6; ; ;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;70;2;1
11914;16;1;2025;7;6;1;3;4;1;2;1;4;4;4;2;1;1;2;1;1;6;1;1;2;1;4;1;1;7; ;600000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;2;77;3;0
11914;23;1;2025;7;6;1;1;2;1;2;1;4;4;4;2;1;2;2;2;1;6;1;1;3;1;4;2;4; ;300000; ; ;6; ;6;6;6; ; ;6;1;1;6;1;6;1;6;6;6;6;6;6;6;6;1;2;91;3;0
11914;28;1;2025;7;6;1;0;1;1;3;2;4;5;1;6; ;2;6;2;1;6;1;1;3;1;1;1;1;1; ;300000; ;1;82000;6;6;1;6;1;1;1;1;1;6;6;1;6;6;1;6;6;6;6;6;6;1;69;3;0
11914;29;1;2025;7;6;1;4;5;1;3;2;4;4;1;2;1;2;2;2;1;6;1;1;3;1;2;1;1;7; ;400000; ;1;137000;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;6;1;1;1;4;70;3;0
11914;30;1;2025;7;6;1;0;1;1;4;3;4;4;4;2;1;2;2;2;1;6;1;1;3;1;2;2;6; ; ;300000; ;6; ;6;6;1;6;1;1;6;1;1;1;6;6;6;6;6;6;6;6;6;6;1;1;58;3;0
11914;38;1;2025;7;6;3;0;3;1;4;2;4;5;1;2;1;2;2;2;1;6;1;1;3;1;4;2;1;1; ;600000; ;6; ;6;6;1;1;6;6;1;1;6;1;6;1;6;6;6;6;6;6;1;6;1;4;76;3;0
11914;54;1;2025;7;6;2;2;4;1;3;2;4;4;1;2;1;2;2;2;1;6;1;1;2;1;4;1;1;1; ;300000; ;1;200000;6;6;1;1;6;1;1;1;6;1;6;1;6;6;6;6;6;1;1;6;1;2;82;3;0
11914;56;1;2025;7;6;1;0;1;1;1;1;3;2;4;2;1;1;2;1;1;6;1;1;3;6;7;1;1;7; ;250000; ;6; ;6;6;1;6;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;91;3;0
11935;2;1;2025;7;6;0;2;2;1;5;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;1000000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;6;5;88;3;0
11935;8;1;2025;7;6;3;1;4;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;1;7;6; ; ;600000; ;1;330000;6;6;1;1;6;1;1;1;6;1;6;1;6;6;6;6;6;6;1;6;6;2;97;3;0
11935;12;1;2025;7;6;2;2;4;1;4;2;4;4;4;2;1;2;2;2;1;6;1;1;2;1;4;1;1;1; ;350000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;6;6;6;6;1;6;1;2;101;2;1
11935;31;1;2025;7;6;2;0;2;1;4;3;3;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;800000; ;6; ;6;6;6; ; ;6;6;1;1;6;6;1;6;6;1;6;6;6;6;1;1;3;129;3;0
11935;46;1;2025;7;6;2;2;4;1;5;3;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;800000; ;1;1500000;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;4;105;3;0
11935;48;1;2025;7;6;2;1;3;1;3;2;3;4;1;2;1;2;2;2;1;6;1;1;3;1;2;2;1;1; ;550000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;1;6;1;6;1;6;1;6;1;4;132;3;0
11935;51;1;2025;7;6;1;1;2;1;4;3;3;5;4;2;1;2;2;2;1;6;1;1;2;1;2;2;1;7; ;350000; ;6; ;6;6;1;1;6;6;6;1;1;1;1;1;6;6;6;6;6;6;1;1;6;2;94;3;0
11935;53;1;2025;7;6;1;3;4;1;4;3;4;5;6;2;1;2;2;2;1;6;1;1;2;1;4;2;1;1; ;2000000; ;1;400000;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;1;1;1;1;2;115;3;0
11935;58;1;2025;7;6;0;1;1;1;4;2;4;4;6;2;1;2;2;2;1;6;1;1;2;1;2;2;1;1; ;1500000; ;1;390000;6;6;1;6;1;1;1;1;1;6;6;1;1;6;1;6;6;6;1;1;6;1;68;3;0
11956;1;1;2025;7;6;3;1;4;1;5;3;4;5;1;2;1;2;2;2;1;6;1;1;3;1;4;1;1;1; ;700000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;6;6;1;6;6;1;1;2;61;3;0
11956;5;1;2025;7;6;1;2;3;1;4;3;4;5;1;2;1;2;2;2;1;6;1;1;3;1;4;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;4;54;3;0
11956;20;1;2025;7;6;3;2;5;1;4;3;4;4;4;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;4;52;3;0
11956;22;1;2025;7;6;1;0;1;1;3;2;4;5;1;2;1;2;2;2;1;6;1;1;3;1;2;4;1;1; ;1200000; ;1;1500000;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;6;6;1;1;6;1;72;3;0
11956;23;1;2025;7;6;3;1;4;1;3;2;4;4;1;2;6;2;2;2;1;6;1;1;3;1;2;4;1;1; ;300000; ;6; ;6;6;1;1;6;6;1;1;1;6;6;1;6;6;6;6;6;6;6;6;6;4;53;3;0
11956;26;1;2025;7;6;1;0;1;1;2;1;4;4;1;2;1;2;2;2;1;6;1;1;3;1;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;82;3;0
11956;28;1;2025;7;6;1;1;2;1;4;3;4;4;1;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;700000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;6;6;6;6;6;1;6;6;6;6;2;55;3;0
11956;33;1;2025;7;6;1;2;3;1;5;3;4;5;4;5; ;2;5;2;1;6;1;1;2;1;1;1;1;1; ;500000; ;1;270000;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;1;1;6;1;2;54;3;0
11956;36;1;2025;7;6;4;2;6;1;2;2;3;2;1;2;1;5;2;5;1;6;1;6; ;1;1;1;1;1; ;700000; ;6; ;6;6;6; ; ;1;1;6;6;6;6;6;6;6;6;6;6;6;6;1;1;4;74;3;0
11956;37;1;2025;7;6;1;1;2;1;3;3;4;4;4;2;6;2;2;2;1;6;1;1;3;1;1;1;1;1; ;600000; ;6; ;6;6;6; ; ;6;6;6;6;6;6;1;6;6;6;6;6;6;6;6;1;2;64;3;0
11956;40;1;2025;7;6;2;2;4;1;2;2;3;2;4;2;1;5;2;5;1;6;1;1;5;6;1;1;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;6;6;1;6;6;6;6;6;6;6;6;1;5;74;3;0
11991;8;1;2025;7;1;1;0;1;1;6;4;4;5;1;2;1;2;2;2;1;6;1;1;1;1;4;2;1;1; ;1500000; ;6; ;6;6;6; ; ;1;1;1;1;1;6;1;6;1;1;6;6;1;1;1;1;1;143;3;0
11991;9;1;2025;7;1;1;1;2;1;4;2;4;5;1;2;1;2;6;4;1;6;1;1;1;1;2;2;1;7; ;800000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;6;1;6;6;2;43;3;0
11991;11;1;2025;7;1;1;0;1;1;4;2;4;5;1;2;1;2;2;2;1;6;1;1;2;1;2;2;6; ; ;350000; ;6; ;6;6;6; ; ;6;1;1;1;1;6;6;6;6;6;6;1;6;1;6;1;1;82;3;0
11991;16;1;2025;7;1;0;2;2;1;6;4;4;5;1;2;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1000000; ;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;1;6;6;6;1;1;6;3;50;3;0
11991;19;1;2025;7;1;1;2;3;1;4;2;4;5;4;2;1;2;2;2;1;6;1;1;2;1;2;2;4; ;450000; ; ;6; ;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;6;6;1;1;1;4;76;3;0
11991;21;1;2025;7;1;0;1;1;1;5;3;4;5;4;2;1;2;2;2;1;6;1;1;1;1;2;2;1;1; ;500000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;6;1;1;6;6;1;55;3;0
11991;22;1;2025;7;1;1;1;2;1;3;2;4;5;6;2;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;99999999999;99999999999;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;6;6;1;1;6;2;60;3;0
11991;30;1;2025;7;1;1;3;4;1;4;2;4;4;1;2;1;2;2;2;1;6;1;1;3;1;2;2;1;1; ;800000; ;6; ;1;1;1;1;6;1;1;1;1;6;6;1;6;6;6;6;1;6;1;6;1;2;66;2;1
11991;31;1;2025;7;1;1;0;1;1;1;1;4;5;4;2;1;2;2;2;1;1;6;1;1;1;4;2;6; ; ;500000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;1;6;6;1;6;1;1;1;6;6;1;57;3;0
11991;33;1;2025;7;1;0;1;1;1;1;1;4;5;1;2;1;2;2;2;1;6;1;1;3;6;4;2;1;1; ;1000000; ;1;600000;6;6;1;6;1;1;1;1;6;1;6;1;6;6;1;6;1;6;1;6;6;1;78;3;0
11991;34;1;2025;7;1;2;1;3;1;5;4;4;5;4;2;1;2;11;7;1;6;1;1;1;1;2;2;1;1; ;1000000; ;1;99999999999;1;6;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;2;72;3;0
12008;13;1;2025;7;6;2;3;5;1;3;2;4;4;4;2;1;1;2;1;1;6;1;1;2;1;1;1;1;1; ;350000; ;6; ;6;6;6; ; ;6;1;1;1;1;6;1;6;6;6;6;1;1;6;6;1;2;121;3;0
12008;27;1;2025;7;6;2;1;3;1;1;1;3;4;4;2;1;2;2;2;1;6;1;6; ;1;4;1;1;7; ;500000; ;6; ;6;6;6; ; ;6;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;2;155;3;0
12008;31;1;2025;7;6;4;1;5;1;4;3;3;4;4;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;350000; ;1;110000;6;6;6; ; ;6;1;1;6;6;6;1;6;6;6;6;1;1;1;6;1;2;130;3;0
12008;55;1;2025;7;6;3;3;6;1;5;4;4;5;1;3;1;2;3;2;1;6;1;1;2;1;1;1;1;1; ;900000; ;6; ;6;6;6; ; ;6;1;1;1;6;6;1;6;6;1;6;6;6;6;6;1;4;118;3;0
12008;60;1;2025;7;6;3;1;4;1;3;2;4;4;4;3;1;2;3;2;1;6;1;1;2;1;4;1;1;2; ;800000; ;6; ;6;6;1;1;6;1;1;1;6;1;6;1;6;6;1;6;6;6;1;6;1;2;134;3;0
12008;65;1;2025;7;6;3;1;4;1;4;2;4;5;1;2;1;2;2;2;1;6;1;1;3;1;2;4;1;1; ;600000; ;6; ;6;6;1;1;6;6;1;1;1;1;6;1;6;6;6;6;6;6;1;6;1;4;148;2;1
12008;75;1;2025;7;6;1;2;3;1;5;3;4;4;6;3;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1200000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;1;2;152;3;0
12008;77;1;2025;7;6;1;1;2;1;3;3;4;4;1;2;1;2;2;2;1;6;1;1;2;1;1;1;1;1; ;350000; ;6; ;6;6;6; ; ;1;1;1;6;1;6;6;6;6;1;6;1;6;1;6;1;4;109;3;0
12020;3;1;2025;7;1;0;2;2;1;4;2;4;5;1;1;1;2;1;2;1;6;1;1;2;1;2;2;1;1; ;800000; ;6; ;1;6;1;1;6;6;1;1;1;6;6;6;6;6;1;6;1;6;1;6;1;3;74;3;0
12020;13;1;2025;7;1;2;0;2;1;3;2;4;5;4;1;1;2;1;2;1;6;1;1;2;1;1;2;1;1; ;500000; ;1;350000;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;1;6;6;6;1;4;90;3;0
12020;16;1;2025;7;1;0;1;1;1;5;3;4;5;1;1;1;2;11;7;1;6;1;1;3;1;2;2;1;1; ;1600000; ;6; ;6;6;1;6;1;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;1;1;85;3;0
12020;17;1;2025;7;1;2;0;2;1;3;2;4;4;1;1;1;2;1;2;1;6;1;1;3;1;3;4;2;2; ;300000; ;6; ;6;6;6; ; ;6;1;1;1;1;6;6;6;6;6;6;6;6;6;6;1;4;62;3;0
12020;24;1;2025;7;1;3;1;4;1;5;4;4;5;4;1;1;2;1;2;1;6;1;1;2;1;2;2;1;1; ;700000; ;1;215000;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;1;1;6;1;4;88;3;0
12020;26;1;2025;7;1;1;1;2;1;6;4;4;5;1;1;1;2;1;2;1;6;1;1;3;1;2;2;1;1; ;1200000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;6;6;1;1;6;2;50;3;0
12020;27;1;2025;7;1;0;1;1;1;5;3;4;5;1;5; ;2;5;2;1;6;1;1;2;1;2;2;1;1; ;1000000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;6;1;59;3;0
12020;36;1;2025;7;1;0;1;1;1;4;2;4;5;4;1;1;2;1;2;1;6;1;1;2;1;4;2;1;1; ;800000; ;1;500000;6;6;1;1;1;6;1;1;1;1;6;1;6;6;1;6;6;6;6;6;1;1;81;3;0
12020;38;1;2025;7;1;2;1;3;1;3;2;4;5;1;1;1;2;1;2;1;6;1;1;2;1;2;2;1;1; ;800000; ;1;300000;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;1;1;1;1;2;134;3;0
12020;47;1;2025;7;1;1;1;2;1;2;2;4;4;4;1;1;2;1;2;1;6;1;1;3;6;4;4;4; ;400000; ; ;6; ;6;6;6; ; ;1;6;1;6;1;6;1;6;6;6;6;6;6;6;6;6;2;82;3;0
12034;11;1;2025;7;1;3;1;4;1;3;2;4;4;4;1;1;2;1;2;1;6;1;1;2;1;2;3;1;1; ;500000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;6;6;6;6;1;6;6;3;126;2;1
12034;15;1;2025;7;1;2;1;3;1;5;3;4;5;1;1;1;2;11;7;1;6;1;1;2;1;4;2;6; ; ;2500000; ;6; ;1;1;1;1;6;6;1;1;1;1;6;1;6;1;1;6;6;1;1;1;6;2;125;3;0
12034;40;1;2025;7;1;0;1;1;1;3;2;4;5;1;1;1;2;11;7;1;6;1;1;2;1;2;2;1;1; ;1000000; ;6; ;6;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;6;6;1;96;3;0
12034;43;1;2025;7;1;4;3;7;1;4;3;4;4;4;6; ;2;6;2;1;6;1;1;2;1;4;3;1;1; ;700000; ;1;362000;6;6;1;1;6;1;1;1;1;1;6;1;6;6;6;6;1;6;1;6;1;2;156;3;0
12034;48;1;2025;7;1;2;1;3;1;4;2;4;6;4;1;1;2;11;7;1;6;1;1;2;1;2;2;4; ;1500000; ; ;6; ;6;1;1;1;6;1;1;1;1;6;6;1;6;1;1;6;6;1;6;1;6;2;150;3;0
12034;56;1;2025;7;1;0;2;2;1;6;3;4;5;10;1;1;2;1;2;1;6;1;1;2;1;2;3;1;1; ;1200000; ;1;495500;1;1;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;1;4;118;3;0
12034;60;1;2025;7;1;2;0;2;1;4;2;4;5;1;1;1;2;1;2;1;6;1;1;2;1;2;2;1;1; ;1000000; ;1;386000;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;3;113;3;0
12034;61;1;2025;7;1;0;1;1;1;3;2;4;5;1;1;1;2;1;2;1;6;6;1;2;1;4;3;1;1; ;650000; ;1;266000;6;6;6; ; ;1;1;1;1;1;6;1;6;6;1;6;1;6;1;6;6;1;96;3;0
12034;77;1;2025;7;1;1;1;2;1;4;3;4;5;1;1;1;2;11;7;1;6;1;1;2;1;4;2;1;1; ;1000000; ;1;550000;6;6;1;1;6;1;1;1;1;1;6;1;6;6;6;6;1;6;1;1;1;2;183;3;0
12048;2;1;2025;7;1;2;2;4;1;5;4;4;5;1;1;1;2;11;7;1;1;1;1;2;1;2;2;1;1; ;1500000; ;6; ;1;6;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;6;4;104;3;0
12048;15;1;2025;7;1;2;3;5;1;6;3;4;5;1;1;1;2;1;2;1;6;1;1;2;1;1;2;1;1; ;1500000; ;6; ;1;1;1;1;6;1;1;1;1;1;6;1;6;1;1;6;1;1;1;1;1;4;111;3;0
12048;37;1;2025;7;1;1;0;1;1;3;2;4;4;1;1;1;2;1;2;1;6;1;1;6;1;7;2;1;4; ;300000; ;6; ;6;6;6; ; ;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;121;3;0
12048;39;1;2025;7;1;1;2;3;1;3;2;4;5;4;1;1;2;1;2;1;6;1;1;2;1;2;2;1;7; ;500000; ;6; ;6;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;1;1;1;6;3;120;3;0
12048;44;1;2025;7;1;1;1;2;1;2;1;4;5;4;1;1;2;1;2;1;6;1;1;2;1;4;2;4; ;350000; ; ;6; ;6;1;6; ; ;1;1;6;6;1;6;6;6;6;6;6;6;6;1;1;1;2;135;3;0
12048;45;1;2025;7;1;1;1;2;1;4;2;4;5;4;1;1;2;1;2;1;6;1;1;3;1;2;2;1;1; ;600000; ;6; ;6;6;6; ; ;1;1;1;1;6;6;1;6;6;1;6;6;6;1;1;6;2;98;3;0
12048;46;1;2025;7;1;1;1;2;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;3;1;2;3;4; ;1000000; ; ;6; ;1;6;1;1;6;1;1;1;1;6;6;1;6;6;1;6;1;1;1;6;1;2;89;3;0
12048;48;1;2025;7;1;1;1;2;1;5;3;4;5;1;1;1;2;1;2;1;6;1;1;2;1;2;2;1;4; ;1700000; ;1;450000;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;1;1;1;1;2;69;3;0
12048;56;1;2025;7;1;1;1;2;1;4;2;4;5;1;1;1;2;1;2;1;6;1;1;2;1;4;2;1;1; ;1200000; ;1;670000;1;6;1;1;6;1;1;1;1;1;6;1;6;6;1;6;1;6;1;1;6;4;109;3;0
